label,tweet
marah,iya nih anjing manusia pada lebay muak saya  liatnya
sedih,tak seharusnya seperti ini tiada lagi damai bersenandung sejak api melahap ranting tempat pipit bertengger memaksa saya mengiyakan ingin mu merubah saya bukan diriku sedang takdir melambai memanggil ku kembali
cinta,rumah kotor  jam tanpa ibuk d rumah terus mikir oh ini yang dirasain mamak kalau  rumah berantakan i should give her a big thank for pakai  me comfort at beautiful home
cinta,happy birthday winnie the poohnya saya  makin embul makin cakap  makin sukses producing lagu lagunya  makin sukses juga di nyuiste  tetap  jadi lil tigernya cinta yang  humble  suka  makan tidak jaim bacot savage tapi gemesin ya  dan sayang eomma kang di jeju  i laf yu so muchie
senang,username tidak ada yang salah kalau  dia cuma joget sambil minum minum cantik kecuali dia clubbing sambil gendong anaknya jadi ibu itu tidak harus dirumah saja  urus  anak suami me time sesekali is fine
cinta,username my cinta meskipun kadang beda pendapat terus  suka susah juga diomongin terus  juga kayaknya  sering saya bikin sakit hati  tapi beliau baik sekali  orangnya keras tapi sebenarnya  lembut sekali  kesal  kalau  sudah panik pasti bikin semua orang bing
takut,username aih seram  n sayang amat kalau  tetangga saya  kecelakaan tunggal di daerah pulogebang katanya karena  lelah begitu  pas belokan jatuh situasi ad pasir n ad truk lukanya smp kelihatan dagingnya terus  dia  ditolongin sama  tmnnya yang  juga bawa  motor hati  d
cinta,username  kok tidak ada tempat dulu lagi sih  yauda kamu duduk di pangkuan saya saja   ah saya malu ini kan tempat ramai   sudah  tidak apa-apa kok  tarik tangannya  sudah  gini saja  dari pada kamu diri diri kan  ihh kok kamu ngeselin  yang penting saya sayang
takut,last time saya tengok maya karin kat pontianak pon sudah buat saya takut makan kat meja makan sbb ada hantu bawah itu  now munafik  url
senang,ke sushi tei cuma mau bikin boomerang sama tag location pamer daftar menu kek sambil mbatin dasar kismin kalian tidak bisa mirip  gini wek
cinta,budak cinta loving with my whole heart cemburuan bahahaha suka protes ngambekan  sukanya peluk peluk sama cium cium xoxo kangenan sekali  lagi chat saja  masih kangen url
senang, tahun yang  lalu kamu hadir di tengah kami menjadi penerus generasi zulkifli cucu pertama laki bagi kakek nya selamat ulang tahun anak papa bayujuli  tahun umur mu jadi lah laki url
cinta,feeling yang saya tak perna rase like saya dapat jumpe soulmate saya like we got the same vibe same feeling eh gila  la makin jatuh cinta je everyday kamu tahu the feeling kamu tak perna bosan dengan  orang itu  tgok muka  dia pun kamu tak bosan fui tapi sumpah senyuman dia
sedih,obrolan dengan dospem    di grup saya menjelang besok sidang dos  fir latar belakangmu masih kurang kuat dos  menurut saya latar belakang sudah cukup hanya kurang kuat di tujuan penulisan saya baik sensei saya revisi habis itu revisi bab 
takut,username iya soalnya dia sepolos ituuuu jadi kalau  dia ada ngelive atau muncul di suatu acara atau apa saya yang degdegan sendiri takut dia salah di mata netijen  abisnya netijen seram  sekali  kalau  sudah ngehujat kasihan  dianya terlalu soft buat kejamnya
takut,tidak biasa bahkan tidak pernah naik ojol di salah satu st hampir saja  bermasalah disamperin opang untung saya dan si mas ojol ganteng masih dijaga sama allah ngeri sekali  sih
marah,beli mobil baru yang harganya tidak sampai  juta doi ganti head unit pakai  merek china berasa bawa lamborghini dengan  sound double bass power saya  kamu kampungan
marah,username username nah kalau  ini baru benar  semua yang salah patut disalahkan buat introprksi dan membenarkan permasalahannya bukannya sudah salah e malah lari takut disalahkan 
marah,please help bagaimana  caranya leave saya grup yang  isinya cuma  orang teman  deket kampus  tidak deket juga im faking it theyre so toxic dan niru segala yang  kulakukan
takut,ngeri sekali  nenek ini mendengar ada suara di dalam lantainya dan waktu dibuka benerbener bikin kaget nenek dan petugas yang membukanya url
senang,saya kenal orang yang lulus lama kenal yang  lulus cepat  lulus b saja  mereka punya waktu dan permasalahan sendiri jadi saya tidak perlu buruburu ketika semua yang  ada di dalam diri dan di rumah masih messed up wol kusut saja  masih bisa diusut kalem we atuh
takut,askmf tadi jam  saya beraniin buat line dia duluan tapi sampai sekarang  masi takut buka lineaplkasinya saya stop jadi tidak ada notif saya takut gadibaless
sedih,username pernah dikirimin kue sma teman  pakai  jne seminggu tidak sampai  terus  diganti sma pihak jne nya dikirim lagi seminggu lagi sampai  tapi basi kuenya sampai nyusut  setelahnya kapok tidak mau lagi pakai  jne
senang,dimanapun kalian berada selalu selipkan doa untuk para punggawa super elja happy pssday  username ale 
takut,saya takut dengan  semua  bnda ap y bakal  terjadi  ap y tengah  tjadi kat sekeliling saya saya takut dengan  diri sendiri  hate this feeling just wanna die rn fml
sedih,ramadhan udan masuk ke hari yang  ke  tapi saya masih gini gini saja  tidak ada perubahan padahal tidak tahu taun depan saya masih ada apa tidak buat ketemu sama ramadhan lagi islahdiri
senang,jadi  beberapa hari ini si dia kasihan lihat saya dirumah main sama si mungil terus akhirnya bilang  kamu tidak belanja    kemudian mikir keras belanja apa  beli baju lebaran  kata dia simplylife
takut,sayang sangat  dong saya tidak ada siap siap nya pas saya dikenalin sebagai keluarga besar dari pihak cewek  saya gugup abis padahal saya tadinya kek yaelah tidak ada yang  kenal saya ini tapi pas dia datang  mendadak gugup
sedih,cemburu melihat dia tengah bahagia dan membahagiakan kekasihnya itu rasa yang salah kamu cukup paham beberapa perasaan terpaksa harus kamu sudahi sendiri
senang,saya tanya ada apa sih memangnya  di bawah sudah ikut saja  ajakmu saya mengekormu dari belakang dan ternyata mcflurry harusnya kalau  hujan gini beli yang hangat  eh tapi malah ini katamu sudah tidak apa kan kamu tadi belinya sebelum hujan kita saling menoleh dan tertawa
sedih,karena kita kerap meletakkan seluruh angan dan harapan akan kasih sayang bukan pada sang maha pengasih dan penyayang itu sebabnya tak habishabisnya kita merasa dikecewakan
cinta,username manja kang spam suka imagine perhatian sekali  ke satu cowok  akan  sayang sekali  ke satu cowok  kalau  sudah kangen suka manjanya kelewatan bawel sekali  bullyable wjwk apalagi yaa wkwk
takut,saya memutuskan untuk pergi sendirian karena saya takut tergoyah hatiku dan saya takut teman temanku akan sedih tentunya maka saya memilih untuk sendirian akan kurindukan edinburgh castle old town princess castle calton hill dan yang lainnya
takut,awalnya ge tidak percaya sama  istilah indigo tapi punya teman  deket indigo dan selalu tahu kalau  saya sudah ada planning apa ja itu bikin saya heran kaget dan agak takut
senang,ketidak mampuan saya untuk tidak menangis dan memikirkan itu sulit sesulit menenangkan hati ini
senang,persibku menang lagi  persibku menang lagi  oooo oooo oooo  oooooooooo  username persibday pucuk juara awaydays bantul bobotohsaalamdunya banggamengawalmu
marah,halo polisi halo densus  halo divisi humas polri kog masih ada saja akun kutil lendir penuh kebencian dan ada unsur provokatif gini di biarkan exist di sosial media instagram cc  username url
sedih,kenapa sih kalau ada pilihan tidak pernah ikutin kata hati selalu meng iyakan padahal hati tidak mauu cuma karena sungkan sama tawaran orang   astaga kalau sudah begini kepikiraan
takut,pas gempa jogja pernah merasakan  capai  sekali  tapi tidak bisa tidur karena waswas gempa susulan yang kedengeran cuma suara ambulance sepanjang malam tidak berhenti hujan deras  petir kencang  sampek geter semua dikira gempa
marah,paling nyampah orang suka compare kan saya dengan  orang lain dia dia ah saya saya ah tak suka boleh blah lah
takut,mesti nonton  ne tengah malam nanti  dalam  selimut  habis nonton eng ing eng bunyi detak jarum jam dinding pun jadi takut terpaksa jam di pergi batre nya biar tidak takut wkwkwkwkwk always
takut,benar  juga sih di tempat saya ada  gereja belum pernah saya lihat adain imunisasi untuk  anakanak mereka dan di kelenteng pun juga sama tidak  ada juga ngeri sekali  depopulasi url
takut,username username username anda benar tidak disemua tempat kita boleh melaksanakan sholat salah satunya di bangunan yang didirikan untuk kekafiran salah satunya gereja saya berlindung kepada allaah swt dari godaan setan yang terku
cinta, yoon jisung aslinya lebih ganteng drpda foto memang  dengan pesona gaya rambut yang  menggoda iman para wannables makin jatuh cinta waktu ngedj doong gila  parah aing sampai tidak bisa tutup mulut tidak bisa berhenti senyum karena  pesonanya keluar
marah,serius saya bingung sama maksud and tujuan orang yang  suka ngelempar kereta dengan batu menyakiti  orang lain kan kalau  sampai kena kaca n pecah punya penyakit jiwa kali yak
cinta,benny nay kata orangorang api itu panas naya ya iyalah ben benny tapi ada yang lebih panas lagi nay naya apaan itu ben benny kobaran cinta saya nay naya o in saja 
marah,gilsssss pegawai username distasiun parung panjang pelayanannya tidak ramah ngetssss duh maaf mbaknya lagi tidak mood kerja ya apa lagi bertengkar  sama cwonya akuuu cuma tanya  ajaaaa jawabnya nada tinggi malah tidak tengok sama sekali
cinta,selalu jatuh cinta dengan username paket lengkap seorang wanita indonesia yang sangat menginspirasi
cinta,buat saya juga kan eh ada mas adi makasih  semangat ya buat kamu 
sedih,apa cuma saya disini yang  berpikir kalau  perempuan tidak pernah menjadi pemilik seseorang secara utuh  hanya milik suami beserta keluarganya dari perspektif agama agak disturbing sih buat resolusi konflik rumah tangga sedangkan karakter orangtua  suami  suami jelek istri kudu piye
senang,kalian boleh maju dalam pelajaran  mungkin mencapai deretan gelar kesarjanaan apa saja  tapi tanpa mencintai sastra kalian tinggal hanya hewan yang pandai 
takut,iseng iseng ngetes semua perangkat elektromagnetik dirumah dan ternyata radiasi komputer laptop tv hp itu tinggi ya mendadak jadi parno karena tahu bahaya radiasi itu besar tapi gimana lagi kita
takut,askmf pacar saya tidak  tahu ada masalah apa di rumah sampai tidak mau pulang dia bilang dia lagi keluyuran sama temennya saya khawatir takut dia kenapa kenapa lebih baik saya bersikap gimana ya dari tadi saya hanya bisa bilang jangan lupa ngabarin ya hati hati kamu
sedih,ikhlas itu berat berat sekali  namun dengan tidak ikhlas kita malah akan disesaki oleh halhal yang tidak jelas kita malah akan mengabaikan halhal baik yang seharusnya kita dapatkan kita malah tidak melihat halhal menarik yang  seharusnya kita temukan kami masih diam
senang,ini apa gegara thread nya username kemarin tentang  oldmoney vs okb tidak sih akhirnya oldmoneygakngerasain jadi trending topic yaa lumayan juga ya buat recehkantwitter
marah,aman bagaimana  mase orang kalau aman mah wsrga sekitar pasti senenh dong liat kaliqn datang  orang bukti a saja  warung dagangan di jarahin itu maling kemarin bagaimana  mase mending di urusin dulu biar tidak panjang tangan url
marah,soal zonasi memang kontroversi tapi sampai bikin sktm padahal  mampu dan bahkan punya mobil sudah keterlaluan terbayang jika sktm itu jadi sebentuk doa dan disegerakan selain tentu sj pembelajaran buruk buat anak sendiri tentang  arti kejujuran
cinta,karena cinta tidak butuh alasan tidak perlu penjelasan happy anniversary th to my lovely username username username username username username diriku masi setia i cinta you so much
sedih,bukan ku menghindar atau tidak bijak dalam menyikapi masalah namu hanya saja ingin menengankan pikiran sejenak dan tak ingin mementingkan ego tersendiri
cinta,mereka bilang  salah satu membuatnya jatuh cinta adalah saya harus sering membuatnya tertawa tapi setiap kali dia tertawa saya yang di buatnya jatuh cinta
cinta,kalau  sekarang kamu bangunin saya sahur saya biasa saja  kalau  bulan depan kamu bangunin saya sahur tiap senin dan kamis tahun depan saya nikahin kamu
sedih,tapi sayang kelemahannya cuma  harganya wkwk memang  masih belum  rilis sih harganya berapa tapi kalau saya liat dari videonya dibandinginnya sama hp huawei porsche design yang  lebih mahal dari iphone x kaga tahu sudah itu hp akan  laku apa kaga di indonesia 
cinta,sayang sangat  deh sama kalian  username kamu juga termasuk ya 
cinta,i cinta you i cinta you so much saya sering sangat  bicara  gini ke kamu tapi semoga kamu tidak bosan  ya soalnya apa yang  saya omongin itu semua benar  tulus dari hati saya
cinta,wanita akan menatap pria kalau ada sesuatu di wajahnya atau jatuh cinta padanya
marah,toh ya saya jelasin ke kalian kalau saya sayang dia karena dia sahabat saya kamu tidak pada percaya juga kan kamu pada ngira kalau saya itu  cinta sama dia hei tolong  dihighlight kalau sayang itu  tidak selalu  soal cintacintaan
senang,bismillah salam plur slankersi indonesia kita bakal ketemu di moment yang sangat dinanti  nanti oleh kita semua   jambore nasional slankers indonesia bersama slank  
senang,sayanggg wkwk saya mau terbahak-bahak  kamu jahat sekali  astaga masa anak kamu sendiri kamu katain  tetap  cakap  tahu dia tuhh alis kamu juga malah bisa buat jalan kutu waktu itu p akhirnya ternyata ada yang  berpandapat dia mirip alm jonghyun juga yaa
sedih,kita mah lucu beberapa waktu lalu kita kita bertengkar  karena  orang orang ketiga yang mencoba merusak segala hal yang sudah kita bangun dan sekarang kitalah yang menjadi tokoh utama yang menghancurkan segala hal yang sudah bersusah payah kita bangun itu
marah,username memikirkan blunder nya saat bulan puasa kok nuduh username username sudah melahirkan  koruptor besar url
senang,muter muter di rumah nini ternyata orangnya lagi buat kari asyik ketemu  jam segini putri cantik yang sejak dulu ku cari
marah,biasanya beras dijual paling sedikit satu liter hanya di jaman presiden terlangsing ini beras dijual dua ons satu saset makanya presiden sekarang langsing yang dulu ngapain ajaaa
cinta,saya memilhmu bukan karena  saya sayang kamu dan bukan pula karena  saya mencintai kamu tetapiaku memilih kamu karena  hati dan jiwa serta diriku sendiri mencintaimu
senang,partner tidur  waktu  di bali dapat  tempat  spesial dong bentuknya rumah gazebo terus  di atas kolam renang tapi di pojokan haha spesial sangat  kan ya btw see kamu
cinta,sayang sekali  sama orang tuaku yang  satu ini selalu ada tempat untukku di hatinya tempat curhat tempat ngadu tempat tertawa  selamat beribadah haji menjadi tamu allah ya bunda sani dan ayah
